feedback_id,customer_id,feedback_date,csat_score,feedback_text
FB-0003423,CUST-101151,2026-03-19,7.5,Everything worked well and the issue was resolved quickly.
FB-0003424,CUST-101152,2026-06-22,3.9,The service problems and billing issues make it difficult to justify continuing.
FB-0003425,CUST-101152,2026-03-01,3.6,We've had too many problems and are seriously considering alternatives.
FB-0003426,CUST-101152,2026-05-14,3.7,We've had too many problems and are seriously considering alternatives.
FB-0003427,CUST-101153,2026-06-25,4.2,The recent product changes made our workflow harder.
FB-0003428,CUST-101153,2026-02-20,3.0,The recent product changes made our workflow harder.
FB-0003429,CUST-101153,2026-07-22,4.7,Several important features are not working as expected.
FB-0003430,CUST-101154,2026-02-28,5.9,The problem is still unresolved and this is becoming frustrating.
FB-0003431,CUST-101154,2026-05-29,5.7,I've contacted support multiple times for the same issue.
FB-0003432,CUST-101154,2026-07-08,5.3,I've contacted support multiple times for the same issue.
FB-0003433,CUST-101155,2026-02-20,10.0,Everything worked well and the issue was resolved quickly.
FB-0003434,CUST-101155,2026-04-18,7.4,The platform has been reliable and support was helpful.
FB-0003435,CUST-101155,2026-06-10,8.9,The platform has been reliable and support was helpful.
FB-0003436,CUST-101156,2026-07-20,8.3,Everything worked well and the issue was resolved quickly.
FB-0003437,CUST-101156,2026-05-08,8.1,Everything worked well and the issue was resolved quickly.
FB-0003438,CUST-101157,2026-02-13,8.1,Everything worked well and the issue was resolved quickly.
FB-0003439,CUST-101157,2026-07-09,8.4,The platform has been reliable and support was helpful.
FB-0003440,CUST-101158,2026-04-26,4.9,Several important features are not working as expected.
FB-0003441,CUST-101158,2026-06-16,5.0,Several important features are not working as expected.
FB-0003442,CUST-101158,2026-07-22,5.4,The recent product changes made our workflow harder.
FB-0003443,CUST-101159,2026-05-21,5.5,The recent product changes made our workflow harder.
FB-0003444,CUST-101159,2026-02-20,6.3,Several important features are not working as expected.
FB-0003445,CUST-101160,2026-04-21,8.8,Everything worked well and the issue was resolved quickly.
FB-0003446,CUST-101160,2026-07-10,10.0,The platform has been reliable and support was helpful.
FB-0003447,CUST-101160,2026-06-13,6.7,Everything worked well and the issue was resolved quickly.
FB-0003448,CUST-101160,2026-03-15,7.4,The platform has been reliable and support was helpful.
FB-0003449,CUST-101161,2026-04-12,7.3,Everything worked well and the issue was resolved quickly.
FB-0003450,CUST-101161,2026-05-11,8.9,Everything worked well and the issue was resolved quickly.
FB-0003451,CUST-101161,2026-05-18,9.1,The platform has been reliable and support was helpful.
FB-0003452,CUST-101161,2026-07-16,9.0,The platform has been reliable and support was helpful.
FB-0003453,CUST-101162,2026-02-07,7.0,Everything worked well and the issue was resolved quickly.
FB-0003454,CUST-101162,2026-07-14,8.6,The platform has been reliable and support was helpful.
FB-0003455,CUST-101162,2026-07-01,8.1,Everything worked well and the issue was resolved quickly.
FB-0003456,CUST-101163,2026-05-03,8.9,Everything worked well and the issue was resolved quickly.
FB-0003457,CUST-101163,2026-07-26,9.3,The platform has been reliable and support was helpful.
FB-0003458,CUST-101163,2026-02-11,9.5,The platform has been reliable and support was helpful.
FB-0003459,CUST-101164,2026-06-21,7.1,I'm not sure we're getting enough value from the subscription.
FB-0003460,CUST-101164,2026-04-04,6.8,We aren't using the platform as much as before.
FB-0003461,CUST-101165,2026-07-03,10.0,The platform has been reliable and support was helpful.
FB-0003462,CUST-101165,2026-03-12,7.8,The platform has been reliable and support was helpful.
FB-0003463,CUST-101166,2026-07-09,7.7,There appears to be an unexpected charge on my account.
FB-0003464,CUST-101166,2026-02-26,5.6,There appears to be an unexpected charge on my account.
FB-0003465,CUST-101167,2026-03-31,6.9,I'm not sure we're getting enough value from the subscription.
FB-0003466,CUST-101167,2026-07-14,8.1,I'm not sure we're getting enough value from the subscription.
FB-0003467,CUST-101167,2026-05-15,7.4,I'm not sure we're getting enough value from the subscription.
FB-0003468,CUST-101167,2026-03-15,7.0,I'm not sure we're getting enough value from the subscription.
FB-0003469,CUST-101168,2026-07-20,6.2,We aren't using the platform as much as before.
FB-0003470,CUST-101168,2026-03-09,5.1,We aren't using the platform as much as before.
FB-0003471,CUST-101169,2026-05-12,7.3,We aren't using the platform as much as before.
FB-0003472,CUST-101169,2026-04-27,4.7,We aren't using the platform as much as before.
FB-0003473,CUST-101170,2026-03-01,4.9,The recent product changes made our workflow harder.
FB-0003474,CUST-101170,2026-06-24,6.4,Several important features are not working as expected.
FB-0003475,CUST-101170,2026-05-13,5.0,Several important features are not working as expected.
FB-0003476,CUST-101171,2026-04-17,7.3,We aren't using the platform as much as before.
FB-0003477,CUST-101171,2026-04-22,5.7,I'm not sure we're getting enough value from the subscription.
FB-0003478,CUST-101171,2026-05-08,7.9,I'm not sure we're getting enough value from the subscription.
FB-0003479,CUST-101172,2026-04-24,3.2,We've had too many problems and are seriously considering alternatives.
FB-0003480,CUST-101172,2026-03-27,4.4,We've had too many problems and are seriously considering alternatives.
FB-0003481,CUST-101173,2026-06-24,7.3,Everything worked well and the issue was resolved quickly.
FB-0003482,CUST-101173,2026-04-11,9.6,Everything worked well and the issue was resolved quickly.
FB-0003483,CUST-101174,2026-03-10,6.3,We aren't using the platform as much as before.
FB-0003484,CUST-101174,2026-05-29,6.1,We aren't using the platform as much as before.
FB-0003485,CUST-101174,2026-05-22,6.7,We aren't using the platform as much as before.
FB-0003486,CUST-101175,2026-03-22,9.6,The platform has been reliable and support was helpful.
FB-0003487,CUST-101175,2026-07-02,8.3,Everything worked well and the issue was resolved quickly.
FB-0003488,CUST-101175,2026-06-29,8.9,The platform has been reliable and support was helpful.
FB-0003489,CUST-101175,2026-02-09,9.0,Everything worked well and the issue was resolved quickly.
FB-0003490,CUST-101176,2026-05-12,7.0,There appears to be an unexpected charge on my account.
FB-0003491,CUST-101176,2026-02-15,4.8,I don't understand the latest invoice.
FB-0003492,CUST-101176,2026-07-21,6.3,There appears to be an unexpected charge on my account.
FB-0003493,CUST-101176,2026-05-23,6.7,I don't understand the latest invoice.
FB-0003494,CUST-101177,2026-04-25,6.5,I'm not sure we're getting enough value from the subscription.
FB-0003495,CUST-101177,2026-07-10,8.4,We aren't using the platform as much as before.
FB-0003496,CUST-101177,2026-04-22,7.8,I'm not sure we're getting enough value from the subscription.
FB-0003497,CUST-101177,2026-04-14,7.4,We aren't using the platform as much as before.
FB-0003498,CUST-101178,2026-07-19,9.1,Everything worked well and the issue was resolved quickly.
FB-0003499,CUST-101178,2026-06-21,8.4,Everything worked well and the issue was resolved quickly.
FB-0003500,CUST-101178,2026-05-05,8.4,Everything worked well and the issue was resolved quickly.
FB-0003501,CUST-101178,2026-04-01,7.1,The platform has been reliable and support was helpful.
FB-0003502,CUST-101179,2026-03-14,8.6,The platform has been reliable and support was helpful.
FB-0003503,CUST-101179,2026-05-16,7.8,The platform has been reliable and support was helpful.
FB-0003504,CUST-101180,2026-07-12,8.3,Everything worked well and the issue was resolved quickly.
FB-0003505,CUST-101180,2026-04-30,10.0,Everything worked well and the issue was resolved quickly.
FB-0003506,CUST-101180,2026-03-20,10.0,The platform has been reliable and support was helpful.
FB-0003507,CUST-101180,2026-04-09,7.7,Everything worked well and the issue was resolved quickly.
FB-0003508,CUST-101181,2026-04-18,5.4,I've contacted support multiple times for the same issue.
FB-0003509,CUST-101181,2026-05-18,5.3,I've contacted support multiple times for the same issue.
FB-0003510,CUST-101182,2026-06-07,3.7,The service problems and billing issues make it difficult to justify continuing.
FB-0003511,CUST-101182,2026-03-16,4.3,The service problems and billing issues make it difficult to justify continuing.
FB-0003512,CUST-101182,2026-03-28,2.4,The service problems and billing issues make it difficult to justify continuing.
FB-0003513,CUST-101182,2026-02-26,3.8,We've had too many problems and are seriously considering alternatives.
FB-0003514,CUST-101183,2026-03-15,4.0,I don't understand the latest invoice.
FB-0003515,CUST-101183,2026-05-25,5.9,There appears to be an unexpected charge on my account.
FB-0003516,CUST-101183,2026-04-11,5.1,I don't understand the latest invoice.
FB-0003517,CUST-101183,2026-03-13,7.2,I don't understand the latest invoice.
FB-0003518,CUST-101184,2026-03-03,7.1,We aren't using the platform as much as before.
FB-0003519,CUST-101184,2026-04-26,8.0,We aren't using the platform as much as before.
FB-0003520,CUST-101184,2026-04-13,6.7,We aren't using the platform as much as before.
FB-0003521,CUST-101185,2026-06-07,6.6,Everything worked well and the issue was resolved quickly.
FB-0003522,CUST-101185,2026-03-19,8.7,The platform has been reliable and support was helpful.
FB-0003523,CUST-101185,2026-03-01,6.8,Everything worked well and the issue was resolved quickly.
FB-0003524,CUST-101185,2026-04-27,9.7,The platform has been reliable and support was helpful.
FB-0003525,CUST-101186,2026-03-30,2.8,We've had too many problems and are seriously considering alternatives.
FB-0003526,CUST-101186,2026-03-01,2.7,We've had too many problems and are seriously considering alternatives.
FB-0003527,CUST-101186,2026-07-20,2.9,The service problems and billing issues make it difficult to justify continuing.
FB-0003528,CUST-101186,2026-05-28,4.7,We've had too many problems and are seriously considering alternatives.
FB-0003529,CUST-101187,2026-02-16,10.0,The platform has been reliable and support was helpful.
FB-0003530,CUST-101187,2026-05-23,8.4,The platform has been reliable and support was helpful.
FB-0003531,CUST-101187,2026-06-21,9.2,The platform has been reliable and support was helpful.
FB-0003532,CUST-101187,2026-02-17,7.6,The platform has been reliable and support was helpful.
FB-0003533,CUST-101188,2026-05-09,7.8,We aren't using the platform as much as before.
FB-0003534,CUST-101188,2026-06-23,6.6,I'm not sure we're getting enough value from the subscription.
FB-0003535,CUST-101188,2026-05-20,8.0,I'm not sure we're getting enough value from the subscription.
FB-0003536,CUST-101188,2026-04-15,7.7,I'm not sure we're getting enough value from the subscription.
FB-0003537,CUST-101189,2026-05-13,6.7,I'm not sure we're getting enough value from the subscription.
FB-0003538,CUST-101189,2026-04-01,6.7,We aren't using the platform as much as before.
FB-0003539,CUST-101189,2026-03-11,5.2,We aren't using the platform as much as before.
FB-0003540,CUST-101189,2026-03-06,5.6,We aren't using the platform as much as before.
FB-0003541,CUST-101190,2026-04-03,9.4,The platform has been reliable and support was helpful.
FB-0003542,CUST-101190,2026-06-30,9.8,Everything worked well and the issue was resolved quickly.
FB-0003543,CUST-101190,2026-04-25,7.7,The platform has been reliable and support was helpful.
FB-0003544,CUST-101190,2026-05-03,7.8,Everything worked well and the issue was resolved quickly.
FB-0003545,CUST-101191,2026-05-08,1.7,We're evaluating alternatives and may move away from the platform.
FB-0003546,CUST-101191,2026-06-16,3.7,We are considering cancelling at renewal.
FB-0003547,CUST-101191,2026-03-17,4.1,We are considering cancelling at renewal.
FB-0003548,CUST-101192,2026-05-24,4.1,I'm not sure we're getting enough value from the subscription.
FB-0003549,CUST-101192,2026-07-23,6.6,I'm not sure we're getting enough value from the subscription.
FB-0003550,CUST-101193,2026-07-26,7.1,The platform has been reliable and support was helpful.
FB-0003551,CUST-101193,2026-07-16,7.6,The platform has been reliable and support was helpful.
FB-0003552,CUST-101193,2026-02-20,8.7,Everything worked well and the issue was resolved quickly.
FB-0003553,CUST-101193,2026-03-15,8.5,The platform has been reliable and support was helpful.
FB-0003554,CUST-101194,2026-06-09,9.1,The platform has been reliable and support was helpful.
FB-0003555,CUST-101194,2026-05-13,9.8,The platform has been reliable and support was helpful.
FB-0003556,CUST-101195,2026-02-23,4.4,The recent product changes made our workflow harder.
FB-0003557,CUST-101195,2026-06-13,6.2,The recent product changes made our workflow harder.
FB-0003558,CUST-101195,2026-05-08,2.9,The recent product changes made our workflow harder.
FB-0003559,CUST-101195,2026-05-15,3.6,Several important features are not working as expected.
FB-0003560,CUST-101196,2026-03-29,8.6,There appears to be an unexpected charge on my account.
FB-0003561,CUST-101196,2026-05-08,5.1,There appears to be an unexpected charge on my account.
FB-0003562,CUST-101196,2026-06-25,6.1,There appears to be an unexpected charge on my account.
FB-0003563,CUST-101197,2026-03-30,8.2,The platform has been reliable and support was helpful.
FB-0003564,CUST-101197,2026-07-09,10.0,Everything worked well and the issue was resolved quickly.
FB-0003565,CUST-101198,2026-06-07,9.6,The platform has been reliable and support was helpful.
FB-0003566,CUST-101198,2026-05-22,10.0,The platform has been reliable and support was helpful.
FB-0003567,CUST-101198,2026-03-05,9.5,The platform has been reliable and support was helpful.
FB-0003568,CUST-101198,2026-02-12,7.8,The platform has been reliable and support was helpful.
FB-0003569,CUST-101199,2026-06-18,3.2,The recent product changes made our workflow harder.
FB-0003570,CUST-101199,2026-04-24,4.6,The recent product changes made our workflow harder.
FB-0003571,CUST-101199,2026-02-18,5.0,Several important features are not working as expected.
FB-0003572,CUST-101200,2026-03-05,8.4,The platform has been reliable and support was helpful.
FB-0003573,CUST-101200,2026-03-10,8.4,The platform has been reliable and support was helpful.
FB-0003574,CUST-101200,2026-07-09,7.9,Everything worked well and the issue was resolved quickly.
FB-0003575,CUST-101200,2026-06-30,6.5,The platform has been reliable and support was helpful.
FB-0003576,CUST-101201,2026-03-27,4.5,There appears to be an unexpected charge on my account.
FB-0003577,CUST-101201,2026-06-11,6.7,There appears to be an unexpected charge on my account.
FB-0003578,CUST-101201,2026-05-16,6.9,I don't understand the latest invoice.
FB-0003579,CUST-101202,2026-04-18,4.8,We're evaluating alternatives and may move away from the platform.
FB-0003580,CUST-101202,2026-03-28,3.6,We're evaluating alternatives and may move away from the platform.
FB-0003581,CUST-101202,2026-03-01,5.5,We are considering cancelling at renewal.
FB-0003582,CUST-101202,2026-07-07,4.6,We're evaluating alternatives and may move away from the platform.
FB-0003583,CUST-101203,2026-06-03,4.1,I've contacted support multiple times for the same issue.
FB-0003584,CUST-101203,2026-03-28,5.9,The problem is still unresolved and this is becoming frustrating.
FB-0003585,CUST-101203,2026-03-08,4.0,The problem is still unresolved and this is becoming frustrating.
FB-0003586,CUST-101203,2026-07-20,4.4,I've contacted support multiple times for the same issue.
FB-0003587,CUST-101204,2026-04-29,4.9,We are considering cancelling at renewal.
FB-0003588,CUST-101204,2026-04-14,3.7,We are considering cancelling at renewal.
FB-0003589,CUST-101204,2026-07-16,4.8,We're evaluating alternatives and may move away from the platform.
FB-0003590,CUST-101205,2026-04-09,5.8,There appears to be an unexpected charge on my account.
FB-0003591,CUST-101205,2026-06-12,5.1,I don't understand the latest invoice.
FB-0003592,CUST-101205,2026-05-22,5.0,There appears to be an unexpected charge on my account.
FB-0003593,CUST-101205,2026-02-15,4.3,I don't understand the latest invoice.
FB-0003594,CUST-101206,2026-04-26,2.9,The recent product changes made our workflow harder.
FB-0003595,CUST-101206,2026-07-24,5.2,The recent product changes made our workflow harder.
FB-0003596,CUST-101206,2026-05-18,2.4,Several important features are not working as expected.
FB-0003597,CUST-101207,2026-05-21,8.5,The platform has been reliable and support was helpful.
FB-0003598,CUST-101207,2026-07-01,8.2,The platform has been reliable and support was helpful.
FB-0003599,CUST-101208,2026-02-20,7.9,Everything worked well and the issue was resolved quickly.
FB-0003600,CUST-101208,2026-06-30,7.6,Everything worked well and the issue was resolved quickly.
FB-0003601,CUST-101208,2026-05-12,8.2,Everything worked well and the issue was resolved quickly.
FB-0003602,CUST-101209,2026-04-18,5.4,Several important features are not working as expected.
FB-0003603,CUST-101209,2026-02-07,4.1,Several important features are not working as expected.
FB-0003604,CUST-101209,2026-02-15,5.1,The recent product changes made our workflow harder.
FB-0003605,CUST-101209,2026-02-15,5.2,Several important features are not working as expected.
FB-0003606,CUST-101210,2026-06-15,8.2,Everything worked well and the issue was resolved quickly.
FB-0003607,CUST-101210,2026-05-05,8.5,Everything worked well and the issue was resolved quickly.
FB-0003608,CUST-101210,2026-04-17,9.0,Everything worked well and the issue was resolved quickly.
FB-0003609,CUST-101210,2026-05-21,8.1,Everything worked well and the issue was resolved quickly.
FB-0003610,CUST-101211,2026-03-24,10.0,Everything worked well and the issue was resolved quickly.
FB-0003611,CUST-101211,2026-07-03,8.5,Everything worked well and the issue was resolved quickly.
FB-0003612,CUST-101211,2026-07-13,8.2,The platform has been reliable and support was helpful.
FB-0003613,CUST-101211,2026-03-13,9.2,The platform has been reliable and support was helpful.
FB-0003614,CUST-101212,2026-07-24,4.5,The service problems and billing issues make it difficult to justify continuing.
FB-0003615,CUST-101212,2026-07-05,3.3,We've had too many problems and are seriously considering alternatives.
FB-0003616,CUST-101212,2026-07-12,3.5,The service problems and billing issues make it difficult to justify continuing.
FB-0003617,CUST-101213,2026-06-15,3.1,We've had too many problems and are seriously considering alternatives.
FB-0003618,CUST-101213,2026-07-23,3.4,We've had too many problems and are seriously considering alternatives.
FB-0003619,CUST-101213,2026-04-14,1.9,We've had too many problems and are seriously considering alternatives.
FB-0003620,CUST-101213,2026-03-14,3.5,The service problems and billing issues make it difficult to justify continuing.
FB-0003621,CUST-101214,2026-04-13,5.0,The service problems and billing issues make it difficult to justify continuing.
FB-0003622,CUST-101214,2026-04-19,5.3,We've had too many problems and are seriously considering alternatives.
FB-0003623,CUST-101215,2026-06-05,8.3,The platform has been reliable and support was helpful.
FB-0003624,CUST-101215,2026-05-03,9.2,The platform has been reliable and support was helpful.
FB-0003625,CUST-101215,2026-02-21,9.9,Everything worked well and the issue was resolved quickly.
FB-0003626,CUST-101216,2026-06-02,4.1,Several important features are not working as expected.
FB-0003627,CUST-101216,2026-03-18,3.5,Several important features are not working as expected.
FB-0003628,CUST-101217,2026-06-10,6.2,Everything worked well and the issue was resolved quickly.
FB-0003629,CUST-101217,2026-06-26,8.9,The platform has been reliable and support was helpful.
FB-0003630,CUST-101217,2026-04-02,5.9,Everything worked well and the issue was resolved quickly.
FB-0003631,CUST-101218,2026-04-23,2.5,The service problems and billing issues make it difficult to justify continuing.
FB-0003632,CUST-101218,2026-02-17,3.3,The service problems and billing issues make it difficult to justify continuing.
FB-0003633,CUST-101218,2026-05-06,2.9,The service problems and billing issues make it difficult to justify continuing.
FB-0003634,CUST-101219,2026-02-20,3.9,The service problems and billing issues make it difficult to justify continuing.
FB-0003635,CUST-101219,2026-02-23,3.1,The service problems and billing issues make it difficult to justify continuing.
FB-0003636,CUST-101219,2026-06-16,1.6,The service problems and billing issues make it difficult to justify continuing.
FB-0003637,CUST-101220,2026-06-27,5.4,The problem is still unresolved and this is becoming frustrating.
FB-0003638,CUST-101220,2026-03-28,5.0,The problem is still unresolved and this is becoming frustrating.
FB-0003639,CUST-101221,2026-07-10,9.5,The platform has been reliable and support was helpful.
FB-0003640,CUST-101221,2026-03-20,7.5,The platform has been reliable and support was helpful.
FB-0003641,CUST-101222,2026-07-21,4.7,I don't understand the latest invoice.
FB-0003642,CUST-101222,2026-06-19,7.2,There appears to be an unexpected charge on my account.
FB-0003643,CUST-101222,2026-05-30,5.7,I don't understand the latest invoice.
FB-0003644,CUST-101223,2026-06-26,7.8,Everything worked well and the issue was resolved quickly.
FB-0003645,CUST-101223,2026-05-22,8.2,Everything worked well and the issue was resolved quickly.
FB-0003646,CUST-101223,2026-06-04,8.6,The platform has been reliable and support was helpful.
FB-0003647,CUST-101223,2026-06-22,9.6,Everything worked well and the issue was resolved quickly.
FB-0003648,CUST-101224,2026-02-25,5.4,We aren't using the platform as much as before.
FB-0003649,CUST-101224,2026-05-22,6.1,We aren't using the platform as much as before.
FB-0003650,CUST-101225,2026-06-02,9.7,The platform has been reliable and support was helpful.
FB-0003651,CUST-101225,2026-06-06,7.8,Everything worked well and the issue was resolved quickly.
FB-0003652,CUST-101225,2026-07-02,8.2,The platform has been reliable and support was helpful.
FB-0003653,CUST-101225,2026-06-04,9.6,Everything worked well and the issue was resolved quickly.
FB-0003654,CUST-101226,2026-05-27,9.8,Everything worked well and the issue was resolved quickly.
FB-0003655,CUST-101226,2026-02-04,8.2,The platform has been reliable and support was helpful.
FB-0003656,CUST-101227,2026-07-25,4.2,We've had too many problems and are seriously considering alternatives.
FB-0003657,CUST-101227,2026-05-04,2.9,The service problems and billing issues make it difficult to justify continuing.
FB-0003658,CUST-101228,2026-06-28,8.0,The platform has been reliable and support was helpful.
FB-0003659,CUST-101228,2026-06-27,7.6,Everything worked well and the issue was resolved quickly.
FB-0003660,CUST-101228,2026-06-05,7.6,Everything worked well and the issue was resolved quickly.
FB-0003661,CUST-101229,2026-02-10,3.2,We're evaluating alternatives and may move away from the platform.
FB-0003662,CUST-101229,2026-05-28,4.3,We are considering cancelling at renewal.
FB-0003663,CUST-101230,2026-03-03,10.0,The platform has been reliable and support was helpful.
FB-0003664,CUST-101230,2026-04-18,10.0,Everything worked well and the issue was resolved quickly.
FB-0003665,CUST-101230,2026-02-21,10.0,The platform has been reliable and support was helpful.
FB-0003666,CUST-101231,2026-04-10,4.0,The service problems and billing issues make it difficult to justify continuing.
FB-0003667,CUST-101231,2026-05-15,4.0,The service problems and billing issues make it difficult to justify continuing.
FB-0003668,CUST-101231,2026-07-01,1.7,The service problems and billing issues make it difficult to justify continuing.
FB-0003669,CUST-101232,2026-04-24,5.9,We aren't using the platform as much as before.
FB-0003670,CUST-101232,2026-05-09,7.0,We aren't using the platform as much as before.
FB-0003671,CUST-101232,2026-06-02,6.1,We aren't using the platform as much as before.
FB-0003672,CUST-101233,2026-03-09,6.3,I'm not sure we're getting enough value from the subscription.
FB-0003673,CUST-101233,2026-07-17,7.6,We aren't using the platform as much as before.
FB-0003674,CUST-101233,2026-04-02,8.1,I'm not sure we're getting enough value from the subscription.
FB-0003675,CUST-101233,2026-05-26,7.6,We aren't using the platform as much as before.
FB-0003676,CUST-101234,2026-04-22,9.4,The platform has been reliable and support was helpful.
FB-0003677,CUST-101234,2026-07-05,9.9,The platform has been reliable and support was helpful.
FB-0003678,CUST-101235,2026-05-19,7.8,The platform has been reliable and support was helpful.
FB-0003679,CUST-101235,2026-07-02,8.3,The platform has been reliable and support was helpful.
FB-0003680,CUST-101235,2026-07-02,8.1,The platform has been reliable and support was helpful.
FB-0003681,CUST-101236,2026-04-27,7.3,Everything worked well and the issue was resolved quickly.
FB-0003682,CUST-101236,2026-07-16,8.1,Everything worked well and the issue was resolved quickly.
FB-0003683,CUST-101236,2026-05-30,9.1,The platform has been reliable and support was helpful.
FB-0003684,CUST-101236,2026-06-05,7.1,The platform has been reliable and support was helpful.
FB-0003685,CUST-101237,2026-06-29,8.4,Everything worked well and the issue was resolved quickly.
FB-0003686,CUST-101237,2026-03-22,7.8,Everything worked well and the issue was resolved quickly.
FB-0003687,CUST-101238,2026-06-10,8.4,The platform has been reliable and support was helpful.
FB-0003688,CUST-101238,2026-03-29,9.3,Everything worked well and the issue was resolved quickly.
FB-0003689,CUST-101238,2026-07-09,10.0,The platform has been reliable and support was helpful.
FB-0003690,CUST-101239,2026-06-28,3.6,I don't understand the latest invoice.
FB-0003691,CUST-101239,2026-07-24,7.0,I don't understand the latest invoice.
FB-0003692,CUST-101239,2026-05-25,5.9,There appears to be an unexpected charge on my account.
FB-0003693,CUST-101239,2026-04-23,6.0,I don't understand the latest invoice.
FB-0003694,CUST-101240,2026-03-12,6.1,There appears to be an unexpected charge on my account.
FB-0003695,CUST-101240,2026-02-13,5.1,I don't understand the latest invoice.
FB-0003696,CUST-101240,2026-02-04,7.2,I don't understand the latest invoice.
FB-0003697,CUST-101240,2026-06-21,6.1,I don't understand the latest invoice.
FB-0003698,CUST-101241,2026-07-24,9.2,Everything worked well and the issue was resolved quickly.
FB-0003699,CUST-101241,2026-07-04,7.9,Everything worked well and the issue was resolved quickly.
FB-0003700,CUST-101242,2026-07-06,6.4,I'm not sure we're getting enough value from the subscription.
FB-0003701,CUST-101242,2026-07-20,6.7,We aren't using the platform as much as before.
FB-0003702,CUST-101243,2026-06-19,3.3,The service problems and billing issues make it difficult to justify continuing.
FB-0003703,CUST-101243,2026-04-03,3.5,We've had too many problems and are seriously considering alternatives.
FB-0003704,CUST-101243,2026-06-02,4.3,The service problems and billing issues make it difficult to justify continuing.
FB-0003705,CUST-101244,2026-05-02,2.7,We're evaluating alternatives and may move away from the platform.
FB-0003706,CUST-101244,2026-07-20,4.7,We are considering cancelling at renewal.
FB-0003707,CUST-101244,2026-03-31,3.9,We're evaluating alternatives and may move away from the platform.
FB-0003708,CUST-101245,2026-07-02,6.5,I don't understand the latest invoice.
FB-0003709,CUST-101245,2026-05-17,5.0,I don't understand the latest invoice.
FB-0003710,CUST-101246,2026-02-19,8.3,Everything worked well and the issue was resolved quickly.
FB-0003711,CUST-101246,2026-05-15,8.6,Everything worked well and the issue was resolved quickly.
FB-0003712,CUST-101246,2026-02-24,9.5,Everything worked well and the issue was resolved quickly.
FB-0003713,CUST-101247,2026-06-06,9.8,Everything worked well and the issue was resolved quickly.
FB-0003714,CUST-101247,2026-04-14,9.2,The platform has been reliable and support was helpful.
FB-0003715,CUST-101248,2026-06-23,8.3,Everything worked well and the issue was resolved quickly.
FB-0003716,CUST-101248,2026-05-07,7.7,The platform has been reliable and support was helpful.
FB-0003717,CUST-101248,2026-06-30,8.4,The platform has been reliable and support was helpful.
FB-0003718,CUST-101248,2026-06-13,8.6,The platform has been reliable and support was helpful.
FB-0003719,CUST-101249,2026-06-17,7.7,The platform has been reliable and support was helpful.
FB-0003720,CUST-101249,2026-04-17,9.2,The platform has been reliable and support was helpful.
FB-0003721,CUST-101250,2026-03-17,10.0,Everything worked well and the issue was resolved quickly.
FB-0003722,CUST-101250,2026-06-06,7.9,The platform has been reliable and support was helpful.
FB-0003723,CUST-101250,2026-02-10,8.5,The platform has been reliable and support was helpful.
FB-0003724,CUST-101250,2026-03-20,6.6,Everything worked well and the issue was resolved quickly.
FB-0003725,CUST-101251,2026-03-22,10.0,Everything worked well and the issue was resolved quickly.
FB-0003726,CUST-101251,2026-03-25,8.8,The platform has been reliable and support was helpful.
FB-0003727,CUST-101251,2026-05-23,9.2,The platform has been reliable and support was helpful.
FB-0003728,CUST-101252,2026-05-31,8.6,The platform has been reliable and support was helpful.
FB-0003729,CUST-101252,2026-03-18,6.6,The platform has been reliable and support was helpful.
FB-0003730,CUST-101253,2026-07-10,2.9,We are considering cancelling at renewal.
FB-0003731,CUST-101253,2026-03-25,4.0,We are considering cancelling at renewal.
FB-0003732,CUST-101254,2026-06-17,7.1,Everything worked well and the issue was resolved quickly.
FB-0003733,CUST-101254,2026-05-04,7.3,Everything worked well and the issue was resolved quickly.
FB-0003734,CUST-101254,2026-07-18,8.3,The platform has been reliable and support was helpful.
FB-0003735,CUST-101255,2026-06-24,9.0,The platform has been reliable and support was helpful.
FB-0003736,CUST-101255,2026-03-29,9.7,Everything worked well and the issue was resolved quickly.
FB-0003737,CUST-101255,2026-07-23,9.9,Everything worked well and the issue was resolved quickly.
FB-0003738,CUST-101256,2026-06-16,6.9,Everything worked well and the issue was resolved quickly.
FB-0003739,CUST-101256,2026-06-23,7.3,Everything worked well and the issue was resolved quickly.
FB-0003740,CUST-101256,2026-07-02,9.5,The platform has been reliable and support was helpful.
FB-0003741,CUST-101257,2026-06-26,4.3,We're evaluating alternatives and may move away from the platform.
FB-0003742,CUST-101257,2026-03-22,4.9,We're evaluating alternatives and may move away from the platform.
FB-0003743,CUST-101257,2026-03-19,5.3,We're evaluating alternatives and may move away from the platform.
FB-0003744,CUST-101257,2026-06-26,2.9,We're evaluating alternatives and may move away from the platform.
FB-0003745,CUST-101258,2026-04-08,9.3,The platform has been reliable and support was helpful.
FB-0003746,CUST-101258,2026-06-13,9.1,The platform has been reliable and support was helpful.
FB-0003747,CUST-101258,2026-07-05,9.5,Everything worked well and the issue was resolved quickly.
FB-0003748,CUST-101259,2026-06-18,7.4,I'm not sure we're getting enough value from the subscription.
FB-0003749,CUST-101259,2026-05-13,6.0,We aren't using the platform as much as before.
FB-0003750,CUST-101260,2026-07-20,6.2,I'm not sure we're getting enough value from the subscription.
FB-0003751,CUST-101260,2026-03-09,5.3,I'm not sure we're getting enough value from the subscription.
FB-0003752,CUST-101261,2026-04-26,4.0,We're evaluating alternatives and may move away from the platform.
FB-0003753,CUST-101261,2026-07-02,2.8,We're evaluating alternatives and may move away from the platform.
